student_id,name,gender,university,degree_program,year_of_study,interests,career_goal,skill_level,location,email,gpa,preferred_mentor_location,learning_preference,mentorship_goals,preferred_communication_style,languages,available_hours
S444,Student_444,Male,IIT Sri Lanka,IT,3,Data Science,Data Scientist,Intermediate,Colombo,student_444@student.edu,3.8,same_city,reading,networking,flexible,"English,Tamil",8
S445,Student_445,Female,University of Kelaniya,CS,4,Networking,Security Analyst,Intermediate,Kurunegala,student_445@student.edu,3.06,remote_only,reading,career_guidance,flexible,"English,Sinhala",4
S446,Student_446,Female,IIT Sri Lanka,SE,4,AI/ML,Data Scientist,Beginner,Galle,student_446@student.edu,3.51,remote_only,kinesthetic,skill_development,structured,"English,Tamil",8
S447,Student_447,Female,University of Peradeniya,CS,2,Software Engineering,Security Analyst,Intermediate,Kurunegala,student_447@student.edu,3.85,any,reading,research_guidance,structured,"English,Tamil",9
S448,Student_448,Female,University of Moratuwa,CS,4,Business IT,Lecturer,Beginner,Gampaha,student_448@student.edu,3.16,same_university,reading,career_guidance,structured,"English,Tamil",1
S449,Student_449,Male,NSBM,Cybersecurity,1,Data Science,Security Analyst,Beginner,Kurunegala,student_449@student.edu,3.57,same_university,reading,networking,formal,"English,Tamil",7
S450,Student_450,Female,NSBM,IT,2,AI/ML,Software Engineer,Advanced,Colombo,student_450@student.edu,3.62,any,visual,career_guidance,structured,"English,Sinhala",3
S451,Student_451,Male,University of Colombo,SE,2,Software Engineering,Data Scientist,Intermediate,Gampaha,student_451@student.edu,2.94,remote_only,kinesthetic,job_search,flexible,"English,Tamil",6
S452,Student_452,Female,NSBM,SE,3,Software Engineering,Security Analyst,Advanced,Gampaha,student_452@student.edu,3.36,any,auditory,networking,formal,"English,Sinhala",6
S453,Student_453,Male,SLIIT,Data Science,3,Data Science,Software Engineer,Beginner,Kandy,student_453@student.edu,3.28,same_city,visual,networking,structured,"English,Sinhala",4
S454,Student_454,Male,University of Kelaniya,CS,4,AI/ML,Data Scientist,Intermediate,Gampaha,student_454@student.edu,2.55,remote_only,visual,networking,flexible,"English,Sinhala",5
S455,Student_455,Female,SLIIT,CS,1,Software Engineering,Data Scientist,Advanced,Galle,student_455@student.edu,3.85,same_city,auditory,career_guidance,flexible,"English,Tamil",4
S456,Student_456,Male,IIT Sri Lanka,CS,1,AI/ML,Security Analyst,Advanced,Kurunegala,student_456@student.edu,2.82,any,auditory,networking,structured,"English,Sinhala",5
S457,Student_457,Female,University of Colombo,IT,1,AI/ML,Data Scientist,Beginner,Kurunegala,student_457@student.edu,3.83,remote_only,visual,job_search,structured,"English,Tamil",1
S458,Student_458,Female,NSBM,CS,2,Business IT,Software Engineer,Advanced,Kurunegala,student_458@student.edu,2.76,same_university,reading,skill_development,structured,English,9
S459,Student_459,Female,University of Colombo,SE,3,Cybersecurity,Security Analyst,Advanced,Gampaha,student_459@student.edu,2.9,same_city,visual,networking,formal,"English,Tamil",8
S460,Student_460,Male,University of Colombo,Data Science,3,Software Engineering,Security Analyst,Intermediate,Kandy,student_460@student.edu,3.47,any,reading,research_guidance,structured,English,7
S461,Student_461,Female,SLIIT,SE,1,Software Engineering,Software Engineer,Advanced,Kandy,student_461@student.edu,3.41,remote_only,reading,research_guidance,casual,English,1
S462,Student_462,Female,University of Colombo,SE,1,Cybersecurity,Software Engineer,Beginner,Galle,student_462@student.edu,2.54,same_university,reading,networking,casual,English,4
S463,Student_463,Female,University of Colombo,CS,4,AI/ML,Security Analyst,Intermediate,Kandy,student_463@student.edu,3.08,same_city,auditory,skill_development,flexible,English,5
S464,Student_464,Female,IIT Sri Lanka,Data Science,4,Networking,Lecturer,Beginner,Colombo,student_464@student.edu,2.77,remote_only,visual,career_guidance,casual,"English,Tamil",1
S465,Student_465,Female,University of Colombo,SE,2,AI/ML,Security Analyst,Advanced,Kandy,student_465@student.edu,3.53,remote_only,auditory,networking,formal,English,5
S466,Student_466,Male,IIT Sri Lanka,Data Science,1,Business IT,Data Scientist,Intermediate,Galle,student_466@student.edu,3.69,same_city,visual,research_guidance,formal,"English,Tamil",3
S467,Student_467,Male,IIT Sri Lanka,IT,2,Business IT,Lecturer,Advanced,Kandy,student_467@student.edu,3.27,same_city,visual,career_guidance,casual,English,9
S468,Student_468,Female,SLIIT,CS,4,Networking,Lecturer,Advanced,Colombo,student_468@student.edu,2.69,any,visual,research_guidance,formal,"English,Sinhala",2
S469,Student_469,Male,University of Kelaniya,Data Science,3,Business IT,Security Analyst,Beginner,Kandy,student_469@student.edu,3.31,remote_only,reading,career_guidance,structured,English,9
S470,Student_470,Female,SLIIT,IT,1,Software Engineering,Software Engineer,Beginner,Colombo,student_470@student.edu,3.05,any,auditory,research_guidance,flexible,"English,Sinhala",8
S471,Student_471,Female,NSBM,Data Science,1,Software Engineering,Data Scientist,Intermediate,Kandy,student_471@student.edu,3.22,same_university,kinesthetic,career_guidance,formal,"English,Tamil",9
S472,Student_472,Female,NSBM,SE,1,Data Science,Lecturer,Beginner,Colombo,student_472@student.edu,3.67,same_university,reading,career_guidance,casual,English,6
S473,Student_473,Female,University of Moratuwa,CS,1,Networking,Lecturer,Intermediate,Colombo,student_473@student.edu,3.51,any,visual,career_guidance,flexible,English,5
S474,Student_474,Male,NSBM,SE,1,Cybersecurity,Lecturer,Beginner,Kurunegala,student_474@student.edu,3.66,same_city,auditory,career_guidance,flexible,"English,Tamil",1
S475,Student_475,Female,University of Kelaniya,Data Science,2,Business IT,Lecturer,Intermediate,Kurunegala,student_475@student.edu,2.75,any,visual,career_guidance,structured,English,6
S476,Student_476,Female,IIT Sri Lanka,Data Science,2,Cybersecurity,Lecturer,Intermediate,Kandy,student_476@student.edu,3.73,same_university,kinesthetic,research_guidance,structured,English,8
S477,Student_477,Female,University of Kelaniya,CS,1,Data Science,Data Scientist,Advanced,Kurunegala,student_477@student.edu,3.99,any,auditory,networking,structured,"English,Sinhala",4
S478,Student_478,Male,University of Moratuwa,CS,2,Cybersecurity,Software Engineer,Intermediate,Gampaha,student_478@student.edu,2.85,same_city,reading,skill_development,structured,English,5
S479,Student_479,Male,University of Peradeniya,IT,3,Networking,Security Analyst,Beginner,Kurunegala,student_479@student.edu,3.12,same_city,visual,networking,structured,"English,Sinhala",9
S480,Student_480,Male,IIT Sri Lanka,SE,2,Data Science,Security Analyst,Beginner,Kandy,student_480@student.edu,3.67,remote_only,reading,research_guidance,casual,English,4
S481,Student_481,Female,University of Kelaniya,Cybersecurity,2,Data Science,Security Analyst,Beginner,Colombo,student_481@student.edu,2.99,any,kinesthetic,job_search,formal,English,5
S482,Student_482,Female,University of Moratuwa,Data Science,4,Business IT,Lecturer,Intermediate,Gampaha,student_482@student.edu,3.95,same_city,kinesthetic,job_search,formal,"English,Sinhala",7
S483,Student_483,Female,University of Moratuwa,IT,2,Cybersecurity,Software Engineer,Advanced,Gampaha,student_483@student.edu,3.39,remote_only,visual,skill_development,formal,English,3
S484,Student_484,Female,SLIIT,IT,1,Software Engineering,Data Scientist,Intermediate,Kurunegala,student_484@student.edu,3.06,same_city,kinesthetic,job_search,casual,"English,Tamil",5
S485,Student_485,Female,University of Colombo,SE,1,Data Science,Lecturer,Beginner,Colombo,student_485@student.edu,3.54,remote_only,auditory,job_search,formal,English,9
S486,Student_486,Male,University of Moratuwa,CS,4,Data Science,Lecturer,Advanced,Kurunegala,student_486@student.edu,2.98,remote_only,reading,job_search,flexible,"English,Sinhala",8
S487,Student_487,Female,University of Peradeniya,Cybersecurity,3,Cybersecurity,Lecturer,Beginner,Kurunegala,student_487@student.edu,3.19,same_city,visual,research_guidance,casual,English,9
S488,Student_488,Female,University of Colombo,IT,2,Data Science,Software Engineer,Beginner,Gampaha,student_488@student.edu,2.71,same_university,kinesthetic,networking,formal,"English,Sinhala",4
S489,Student_489,Female,SLIIT,CS,1,Business IT,Security Analyst,Advanced,Colombo,student_489@student.edu,3.86,remote_only,visual,research_guidance,formal,"English,Tamil",5
S490,Student_490,Female,University of Kelaniya,SE,4,Cybersecurity,Lecturer,Intermediate,Gampaha,student_490@student.edu,2.76,any,visual,career_guidance,structured,English,7
S491,Student_491,Female,University of Moratuwa,SE,1,Business IT,Software Engineer,Beginner,Kandy,student_491@student.edu,2.91,any,kinesthetic,career_guidance,structured,"English,Tamil",5
S492,Student_492,Male,University of Kelaniya,CS,2,Cybersecurity,Software Engineer,Beginner,Gampaha,student_492@student.edu,3.84,remote_only,reading,job_search,formal,"English,Sinhala",7
S493,Student_493,Male,NSBM,CS,3,Data Science,Lecturer,Beginner,Colombo,student_493@student.edu,3.49,same_university,auditory,networking,structured,"English,Tamil",6
S494,Student_494,Male,IIT Sri Lanka,CS,1,AI/ML,Data Scientist,Advanced,Colombo,student_494@student.edu,3.3,same_city,visual,skill_development,casual,"English,Tamil",4
S495,Student_495,Female,SLIIT,SE,4,Software Engineering,Data Scientist,Advanced,Gampaha,student_495@student.edu,2.7,any,auditory,career_guidance,formal,"English,Tamil",2
S496,Student_496,Male,NSBM,SE,2,Networking,Lecturer,Advanced,Kurunegala,student_496@student.edu,2.64,remote_only,visual,research_guidance,formal,English,9
S497,Student_497,Male,IIT Sri Lanka,CS,3,Cybersecurity,Lecturer,Intermediate,Kandy,student_497@student.edu,3.04,any,kinesthetic,networking,structured,English,2
S498,Student_498,Male,University of Colombo,Data Science,4,Software Engineering,Lecturer,Beginner,Kurunegala,student_498@student.edu,3.31,same_university,auditory,research_guidance,flexible,"English,Sinhala",5
S499,Student_499,Female,NSBM,SE,1,Business IT,Lecturer,Intermediate,Galle,student_499@student.edu,3.51,remote_only,auditory,job_search,flexible,"English,Tamil",6
S500,Student_500,Male,University of Peradeniya,Cybersecurity,3,Cybersecurity,Lecturer,Advanced,Kurunegala,student_500@student.edu,3.09,any,visual,career_guidance,structured,"English,Tamil",1
S501,Student_501,Male,IIT Sri Lanka,IT,3,Data Science,Software Engineer,Advanced,Galle,student_501@student.edu,2.83,same_university,visual,networking,flexible,"English,Sinhala",7
S502,Student_502,Male,University of Colombo,CS,1,Data Science,Security Analyst,Beginner,Galle,student_502@student.edu,3.3,same_university,auditory,job_search,structured,"English,Sinhala",9
S503,Student_503,Male,University of Moratuwa,Data Science,1,AI/ML,Lecturer,Intermediate,Kandy,student_503@student.edu,3.17,any,reading,research_guidance,structured,"English,Tamil",4
S504,Student_504,Male,University of Peradeniya,IT,2,Software Engineering,Security Analyst,Intermediate,Kurunegala,student_504@student.edu,3.87,any,kinesthetic,research_guidance,flexible,"English,Tamil",9
S505,Student_505,Male,NSBM,SE,4,Software Engineering,Data Scientist,Intermediate,Gampaha,student_505@student.edu,3.45,remote_only,kinesthetic,networking,structured,"English,Sinhala",7
S506,Student_506,Female,University of Peradeniya,Cybersecurity,2,Data Science,Security Analyst,Advanced,Kandy,student_506@student.edu,2.61,same_university,reading,research_guidance,flexible,English,2
S507,Student_507,Male,IIT Sri Lanka,Cybersecurity,1,Data Science,Lecturer,Beginner,Galle,student_507@student.edu,3.97,any,kinesthetic,networking,formal,English,7
S508,Student_508,Male,University of Peradeniya,SE,3,Data Science,Data Scientist,Intermediate,Colombo,student_508@student.edu,3.89,any,reading,research_guidance,structured,English,3
S509,Student_509,Female,NSBM,Cybersecurity,3,Data Science,Security Analyst,Intermediate,Galle,student_509@student.edu,2.79,same_city,visual,career_guidance,structured,"English,Tamil",1
S510,Student_510,Female,University of Moratuwa,Data Science,1,Data Science,Lecturer,Intermediate,Kurunegala,student_510@student.edu,3.92,remote_only,kinesthetic,networking,casual,"English,Sinhala",3
S511,Student_511,Male,IIT Sri Lanka,CS,3,Data Science,Data Scientist,Intermediate,Galle,student_511@student.edu,2.74,any,reading,research_guidance,structured,"English,Sinhala",5
S512,Student_512,Male,University of Peradeniya,Data Science,2,Networking,Software Engineer,Intermediate,Kandy,student_512@student.edu,3.78,any,auditory,networking,structured,"English,Sinhala",3
S513,Student_513,Male,University of Moratuwa,CS,1,Networking,Software Engineer,Intermediate,Kandy,student_513@student.edu,2.65,any,reading,networking,flexible,"English,Sinhala",9
S514,Student_514,Female,University of Kelaniya,Data Science,4,Business IT,Lecturer,Advanced,Kurunegala,student_514@student.edu,3.35,any,auditory,skill_development,formal,"English,Tamil",4
S515,Student_515,Male,SLIIT,Cybersecurity,4,Software Engineering,Data Scientist,Advanced,Kandy,student_515@student.edu,3.43,same_university,kinesthetic,networking,formal,English,5
S516,Student_516,Female,University of Moratuwa,Cybersecurity,1,Cybersecurity,Software Engineer,Intermediate,Gampaha,student_516@student.edu,3.79,same_city,reading,networking,flexible,"English,Tamil",4
S517,Student_517,Male,University of Moratuwa,SE,1,AI/ML,Security Analyst,Advanced,Galle,student_517@student.edu,3.63,remote_only,auditory,networking,structured,"English,Sinhala",1
S518,Student_518,Male,NSBM,Cybersecurity,4,Business IT,Lecturer,Intermediate,Kurunegala,student_518@student.edu,3.93,any,visual,career_guidance,structured,English,1
S519,Student_519,Female,University of Kelaniya,Cybersecurity,4,Business IT,Software Engineer,Beginner,Colombo,student_519@student.edu,3.31,remote_only,kinesthetic,networking,flexible,"English,Tamil",8
S520,Student_520,Male,SLIIT,Cybersecurity,1,Networking,Security Analyst,Beginner,Colombo,student_520@student.edu,3.35,same_city,kinesthetic,networking,flexible,"English,Tamil",6
S521,Student_521,Male,IIT Sri Lanka,SE,1,Business IT,Software Engineer,Intermediate,Kandy,student_521@student.edu,2.6,same_city,visual,career_guidance,casual,"English,Tamil",4
S522,Student_522,Female,University of Kelaniya,Data Science,4,Data Science,Software Engineer,Advanced,Galle,student_522@student.edu,3.45,any,kinesthetic,job_search,structured,"English,Tamil",5
S523,Student_523,Female,NSBM,Data Science,2,Business IT,Lecturer,Beginner,Kandy,student_523@student.edu,2.77,same_university,kinesthetic,skill_development,flexible,"English,Tamil",5
S524,Student_524,Female,University of Colombo,SE,1,Business IT,Lecturer,Intermediate,Gampaha,student_524@student.edu,2.59,same_city,visual,job_search,structured,"English,Sinhala",5
S525,Student_525,Male,SLIIT,Data Science,2,Data Science,Data Scientist,Advanced,Galle,student_525@student.edu,2.53,remote_only,reading,job_search,casual,"English,Tamil",3
S526,Student_526,Male,University of Kelaniya,CS,3,AI/ML,Security Analyst,Beginner,Colombo,student_526@student.edu,3.29,remote_only,kinesthetic,career_guidance,casual,"English,Sinhala",1
S527,Student_527,Female,University of Peradeniya,Cybersecurity,2,Cybersecurity,Security Analyst,Beginner,Kurunegala,student_527@student.edu,3.44,same_city,visual,research_guidance,formal,English,7
S528,Student_528,Male,NSBM,IT,1,Business IT,Software Engineer,Advanced,Gampaha,student_528@student.edu,3.01,remote_only,visual,job_search,formal,"English,Sinhala",4
S529,Student_529,Female,SLIIT,Data Science,1,AI/ML,Software Engineer,Intermediate,Galle,student_529@student.edu,3.87,any,reading,networking,structured,English,2
S530,Student_530,Female,NSBM,CS,4,Data Science,Security Analyst,Advanced,Galle,student_530@student.edu,3.74,same_university,reading,skill_development,structured,"English,Tamil",2
S531,Student_531,Male,University of Colombo,Data Science,1,Software Engineering,Data Scientist,Intermediate,Kandy,student_531@student.edu,3.57,same_city,reading,job_search,casual,"English,Tamil",8
S532,Student_532,Male,University of Moratuwa,Data Science,4,Networking,Software Engineer,Beginner,Kurunegala,student_532@student.edu,3.29,any,auditory,job_search,flexible,English,6
S533,Student_533,Male,University of Colombo,SE,1,Data Science,Data Scientist,Beginner,Galle,student_533@student.edu,3.38,any,reading,job_search,casual,English,4
S534,Student_534,Female,IIT Sri Lanka,Data Science,1,Networking,Data Scientist,Beginner,Galle,student_534@student.edu,3.52,same_city,kinesthetic,skill_development,casual,"English,Tamil",8
S535,Student_535,Female,University of Peradeniya,Cybersecurity,3,Networking,Security Analyst,Intermediate,Kurunegala,student_535@student.edu,3.18,remote_only,kinesthetic,job_search,flexible,"English,Sinhala",4
S536,Student_536,Male,NSBM,Cybersecurity,4,Software Engineering,Lecturer,Advanced,Galle,student_536@student.edu,3.14,same_city,reading,research_guidance,casual,English,6
S537,Student_537,Female,University of Peradeniya,Data Science,4,Software Engineering,Data Scientist,Intermediate,Kurunegala,student_537@student.edu,2.56,remote_only,kinesthetic,job_search,flexible,English,8
S538,Student_538,Female,University of Colombo,Data Science,1,Data Science,Security Analyst,Advanced,Kandy,student_538@student.edu,3.34,same_city,kinesthetic,career_guidance,formal,"English,Sinhala",8
S539,Student_539,Female,University of Moratuwa,Cybersecurity,3,Networking,Software Engineer,Intermediate,Galle,student_539@student.edu,3.74,same_university,auditory,research_guidance,casual,English,4
S540,Student_540,Female,University of Colombo,SE,2,Data Science,Security Analyst,Intermediate,Colombo,student_540@student.edu,3.69,same_university,visual,skill_development,flexible,English,7
S541,Student_541,Female,IIT Sri Lanka,SE,2,Business IT,Data Scientist,Advanced,Kurunegala,student_541@student.edu,2.68,same_university,reading,job_search,flexible,"English,Tamil",3
S542,Student_542,Male,University of Colombo,Cybersecurity,4,Business IT,Software Engineer,Advanced,Colombo,student_542@student.edu,3.08,remote_only,visual,job_search,casual,"English,Sinhala",9
S543,Student_543,Female,SLIIT,Cybersecurity,4,Cybersecurity,Lecturer,Intermediate,Kurunegala,student_543@student.edu,3.45,any,kinesthetic,networking,formal,"English,Tamil",3
S544,Student_544,Male,SLIIT,IT,3,AI/ML,Lecturer,Intermediate,Galle,student_544@student.edu,3.11,same_city,reading,networking,casual,"English,Tamil",4
S545,Student_545,Male,University of Kelaniya,Cybersecurity,3,Networking,Software Engineer,Beginner,Galle,student_545@student.edu,2.75,remote_only,visual,career_guidance,structured,"English,Tamil",6
S546,Student_546,Female,University of Peradeniya,IT,3,Networking,Software Engineer,Intermediate,Gampaha,student_546@student.edu,3.83,same_university,auditory,job_search,casual,"English,Tamil",8
S547,Student_547,Male,University of Kelaniya,Cybersecurity,3,Networking,Security Analyst,Advanced,Colombo,student_547@student.edu,3.42,remote_only,visual,networking,formal,English,6
S548,Student_548,Male,NSBM,SE,1,Software Engineering,Data Scientist,Intermediate,Kandy,student_548@student.edu,3.05,remote_only,auditory,skill_development,flexible,English,4
S549,Student_549,Male,SLIIT,Cybersecurity,1,Software Engineering,Data Scientist,Advanced,Gampaha,student_549@student.edu,2.79,same_university,kinesthetic,research_guidance,casual,"English,Tamil",4
S550,Student_550,Male,University of Moratuwa,CS,1,Cybersecurity,Security Analyst,Advanced,Colombo,student_550@student.edu,3.82,any,kinesthetic,career_guidance,structured,English,4
S551,Student_551,Female,University of Moratuwa,Data Science,3,Business IT,Security Analyst,Beginner,Gampaha,student_551@student.edu,3.59,remote_only,reading,skill_development,casual,"English,Tamil",9
S552,Student_552,Male,University of Peradeniya,SE,2,Business IT,Data Scientist,Advanced,Galle,student_552@student.edu,3.38,same_university,auditory,skill_development,flexible,"English,Sinhala",9
S553,Student_553,Female,University of Peradeniya,IT,1,AI/ML,Software Engineer,Beginner,Galle,student_553@student.edu,2.96,remote_only,visual,job_search,structured,"English,Sinhala",2
S554,Student_554,Male,SLIIT,IT,1,AI/ML,Lecturer,Beginner,Colombo,student_554@student.edu,3.41,same_city,kinesthetic,networking,flexible,English,3
S555,Student_555,Male,University of Peradeniya,Data Science,2,AI/ML,Lecturer,Intermediate,Gampaha,student_555@student.edu,2.51,remote_only,visual,skill_development,flexible,English,9
S556,Student_556,Male,University of Peradeniya,CS,2,AI/ML,Data Scientist,Beginner,Kurunegala,student_556@student.edu,2.79,any,reading,skill_development,casual,English,5
S557,Student_557,Male,University of Colombo,CS,4,Data Science,Software Engineer,Beginner,Kandy,student_557@student.edu,3.47,same_university,visual,research_guidance,structured,"English,Tamil",3
S558,Student_558,Female,SLIIT,IT,1,Software Engineering,Lecturer,Intermediate,Galle,student_558@student.edu,3.73,same_city,auditory,career_guidance,flexible,"English,Sinhala",3
S559,Student_559,Female,University of Kelaniya,Data Science,2,Cybersecurity,Security Analyst,Beginner,Gampaha,student_559@student.edu,2.76,same_university,auditory,research_guidance,formal,English,1
S560,Student_560,Female,University of Kelaniya,CS,1,Software Engineering,Software Engineer,Advanced,Kurunegala,student_560@student.edu,3.22,same_university,kinesthetic,career_guidance,formal,"English,Sinhala",9
S561,Student_561,Male,SLIIT,Cybersecurity,2,Cybersecurity,Software Engineer,Advanced,Kandy,student_561@student.edu,2.52,any,visual,networking,structured,"English,Sinhala",8
S562,Student_562,Female,University of Kelaniya,IT,1,Data Science,Software Engineer,Intermediate,Gampaha,student_562@student.edu,3.35,remote_only,auditory,skill_development,casual,English,3
S563,Student_563,Male,SLIIT,Cybersecurity,1,Business IT,Software Engineer,Advanced,Colombo,student_563@student.edu,3.96,same_city,reading,research_guidance,structured,"English,Tamil",7
S564,Student_564,Male,University of Kelaniya,Data Science,4,Business IT,Lecturer,Advanced,Kandy,student_564@student.edu,2.56,same_university,kinesthetic,career_guidance,formal,"English,Sinhala",2
S565,Student_565,Male,University of Peradeniya,Cybersecurity,3,Cybersecurity,Security Analyst,Advanced,Kurunegala,student_565@student.edu,3.7,same_university,reading,job_search,casual,"English,Tamil",2
S566,Student_566,Female,University of Moratuwa,Data Science,3,Business IT,Software Engineer,Beginner,Kurunegala,student_566@student.edu,3.2,same_university,reading,career_guidance,casual,English,5
S567,Student_567,Female,NSBM,IT,4,Software Engineering,Security Analyst,Beginner,Colombo,student_567@student.edu,3.37,same_city,visual,networking,structured,English,1
S568,Student_568,Female,University of Moratuwa,Data Science,2,Software Engineering,Data Scientist,Beginner,Colombo,student_568@student.edu,2.65,remote_only,auditory,career_guidance,casual,"English,Sinhala",7
S569,Student_569,Male,IIT Sri Lanka,IT,1,AI/ML,Data Scientist,Advanced,Galle,student_569@student.edu,3.15,same_university,visual,career_guidance,formal,"English,Sinhala",5
S570,Student_570,Female,University of Kelaniya,IT,2,Data Science,Lecturer,Beginner,Gampaha,student_570@student.edu,3.07,remote_only,auditory,job_search,casual,"English,Tamil",1
S571,Student_571,Male,University of Kelaniya,IT,1,Software Engineering,Data Scientist,Advanced,Gampaha,student_571@student.edu,2.94,same_university,auditory,skill_development,flexible,"English,Sinhala",2
S572,Student_572,Male,University of Moratuwa,CS,4,Cybersecurity,Data Scientist,Beginner,Colombo,student_572@student.edu,3.54,remote_only,visual,networking,formal,"English,Tamil",5
S573,Student_573,Male,University of Moratuwa,SE,4,Business IT,Software Engineer,Beginner,Colombo,student_573@student.edu,2.65,same_university,visual,research_guidance,structured,"English,Tamil",5
S574,Student_574,Male,University of Kelaniya,SE,2,Data Science,Data Scientist,Advanced,Galle,student_574@student.edu,3.06,same_city,kinesthetic,networking,flexible,English,4
S575,Student_575,Male,SLIIT,CS,2,Data Science,Software Engineer,Beginner,Kandy,student_575@student.edu,2.8,same_university,auditory,career_guidance,casual,"English,Sinhala",7
S576,Student_576,Female,SLIIT,Cybersecurity,2,Software Engineering,Lecturer,Beginner,Colombo,student_576@student.edu,2.77,same_university,visual,networking,structured,"English,Sinhala",9
S577,Student_577,Female,IIT Sri Lanka,Data Science,3,Cybersecurity,Data Scientist,Beginner,Kandy,student_577@student.edu,3.36,any,kinesthetic,research_guidance,formal,"English,Sinhala",2
S578,Student_578,Female,NSBM,IT,3,Software Engineering,Data Scientist,Advanced,Colombo,student_578@student.edu,3.76,remote_only,auditory,skill_development,formal,"English,Tamil",3
S579,Student_579,Female,University of Kelaniya,CS,3,Networking,Security Analyst,Advanced,Gampaha,student_579@student.edu,2.63,same_university,auditory,research_guidance,flexible,English,5
S580,Student_580,Male,SLIIT,Data Science,3,Software Engineering,Data Scientist,Beginner,Galle,student_580@student.edu,3.08,same_city,reading,research_guidance,casual,"English,Tamil",5
S581,Student_581,Female,University of Peradeniya,Cybersecurity,1,Business IT,Lecturer,Beginner,Kandy,student_581@student.edu,3.03,same_city,auditory,networking,formal,"English,Tamil",3
S582,Student_582,Female,University of Colombo,Cybersecurity,3,Software Engineering,Lecturer,Intermediate,Kandy,student_582@student.edu,3.15,same_university,reading,research_guidance,structured,English,4
S583,Student_583,Male,NSBM,Data Science,1,Business IT,Data Scientist,Advanced,Kurunegala,student_583@student.edu,3.18,same_city,reading,research_guidance,casual,"English,Sinhala",9
S584,Student_584,Male,SLIIT,Cybersecurity,3,Data Science,Data Scientist,Intermediate,Kandy,student_584@student.edu,2.56,remote_only,visual,career_guidance,casual,English,9
S585,Student_585,Male,IIT Sri Lanka,Data Science,4,Cybersecurity,Data Scientist,Advanced,Colombo,student_585@student.edu,2.94,same_university,kinesthetic,career_guidance,formal,"English,Sinhala",5
S586,Student_586,Male,NSBM,IT,2,AI/ML,Security Analyst,Beginner,Colombo,student_586@student.edu,3.25,remote_only,visual,research_guidance,formal,English,3
S587,Student_587,Female,University of Colombo,Cybersecurity,4,Business IT,Software Engineer,Beginner,Kandy,student_587@student.edu,2.9,remote_only,kinesthetic,career_guidance,formal,English,2
S588,Student_588,Female,University of Kelaniya,SE,3,Software Engineering,Lecturer,Intermediate,Kandy,student_588@student.edu,3.77,any,visual,networking,casual,"English,Sinhala",7
S589,Student_589,Male,IIT Sri Lanka,SE,4,Software Engineering,Security Analyst,Advanced,Galle,student_589@student.edu,3.22,same_university,kinesthetic,networking,flexible,"English,Sinhala",6
S590,Student_590,Male,NSBM,IT,4,Cybersecurity,Security Analyst,Beginner,Colombo,student_590@student.edu,2.63,same_university,reading,skill_development,flexible,"English,Sinhala",3
S591,Student_591,Female,University of Peradeniya,IT,2,Networking,Data Scientist,Advanced,Colombo,student_591@student.edu,2.83,same_city,auditory,career_guidance,flexible,English,3
S592,Student_592,Male,University of Kelaniya,IT,1,Cybersecurity,Lecturer,Intermediate,Kandy,student_592@student.edu,2.9,any,auditory,job_search,flexible,"English,Tamil",2
S593,Student_593,Female,University of Kelaniya,Data Science,4,Software Engineering,Software Engineer,Advanced,Kurunegala,student_593@student.edu,3.09,remote_only,reading,networking,structured,"English,Tamil",6
S594,Student_594,Male,University of Moratuwa,Data Science,1,Data Science,Security Analyst,Beginner,Colombo,student_594@student.edu,2.85,same_university,reading,skill_development,structured,"English,Sinhala",8
S595,Student_595,Male,University of Moratuwa,IT,4,Cybersecurity,Software Engineer,Beginner,Kandy,student_595@student.edu,2.82,same_city,auditory,job_search,formal,"English,Tamil",2
S596,Student_596,Male,University of Kelaniya,Data Science,2,Networking,Lecturer,Intermediate,Colombo,student_596@student.edu,3.75,same_university,visual,skill_development,formal,English,4
S597,Student_597,Female,IIT Sri Lanka,Data Science,3,AI/ML,Software Engineer,Advanced,Gampaha,student_597@student.edu,3.8,same_city,visual,research_guidance,structured,"English,Tamil",2
S598,Student_598,Male,University of Colombo,Data Science,3,Networking,Security Analyst,Intermediate,Colombo,student_598@student.edu,3.87,same_university,visual,skill_development,formal,"English,Tamil",9
S599,Student_599,Female,NSBM,CS,4,Software Engineering,Software Engineer,Beginner,Kurunegala,student_599@student.edu,3.0,remote_only,visual,research_guidance,structured,English,4
S600,Student_600,Female,University of Kelaniya,IT,3,Data Science,Lecturer,Beginner,Kurunegala,student_600@student.edu,2.98,remote_only,reading,research_guidance,flexible,English,6
S601,Student_601,Male,University of Kelaniya,SE,3,AI/ML,Security Analyst,Beginner,Galle,student_601@student.edu,3.97,any,auditory,job_search,flexible,"English,Tamil",8
S602,Student_602,Female,NSBM,CS,1,Networking,Lecturer,Advanced,Galle,student_602@student.edu,3.57,any,auditory,skill_development,casual,"English,Tamil",4
S603,Student_603,Male,University of Colombo,Cybersecurity,4,Data Science,Lecturer,Advanced,Kandy,student_603@student.edu,3.85,same_city,reading,networking,flexible,English,5
S604,Student_604,Male,University of Colombo,SE,2,Cybersecurity,Software Engineer,Beginner,Kurunegala,student_604@student.edu,3.64,remote_only,kinesthetic,skill_development,formal,"English,Tamil",9
S605,Student_605,Male,SLIIT,SE,3,AI/ML,Software Engineer,Beginner,Kandy,student_605@student.edu,3.2,any,reading,research_guidance,formal,"English,Sinhala",3
